Provider,Model name,link,release_date,release_year,model_key,raw_mention,benchmark_id,benchmark_name,match_source,match_type,resolved_mentions_on_release,release_normalized_weight,source_author,frontier_lab_author_affiliations,legacy_task_mode,legacy_task_domain,review_status,is_static_exam,is_work_simulation,is_multimodal_or_ui,is_specialized_domain,is_provider_created_or_private,is_private_or_opaque_eval,is_provider_created_benchmark,is_explicit_internal_named,has_nonzero_lifecycle_risk,lifecycle_risk_labels,headline_task_modes
OpenAI,GPT-4o,https://openai.com/ko-KR/index/hello-gpt-4o/,2024-05-13,2024,OpenAI|GPT-4o|2024-05-13,DocVQA,benchmark_docvqa,DocVQA,canonical,exact,14,0.07142857142857142,Academia,none,Multimodal Perception,General/Commonsense,legacy_seed,True,False,True,False,False,False,False,False,True,construct_validity_risk; contamination_risk; saturation_risk,Multimodal Perception
OpenAI,GPT-4o,https://openai.com/ko-KR/index/hello-gpt-4o/,2024-05-13,2024,OpenAI|GPT-4o|2024-05-13,ActivityNet,benchmark_activitynet,ActivityNet,canonical,exact,14,0.07142857142857142,Academia,none,Multimodal Perception,General/Commonsense,legacy_seed,False,False,True,False,False,False,False,False,True,construct_validity_risk; contamination_risk; saturation_risk,Multimodal Perception
OpenAI,GPT-4o,https://openai.com/ko-KR/index/hello-gpt-4o/,2024-05-13,2024,OpenAI|GPT-4o|2024-05-13,EgoSchema,benchmark_egoschema,EgoSchema,canonical,exact,14,0.07142857142857142,Academia,none,Multimodal Perception,General/Commonsense,legacy_seed,True,False,True,False,False,False,False,False,True,contamination_risk,Knowledge Retrieval
OpenAI,o1,https://openai.com/ko-KR/index/learning-to-reason-with-llms/,2024-09-12,2024,OpenAI|o1|2024-09-12,IMO,benchmark_imo,IMO,canonical,exact,8,0.125,Academia,none,Generative Reasoning,STEM/Math,legacy_seed,True,False,False,False,False,False,False,False,True,contamination_risk; unclear_metric,Generative Reasoning
OpenAI,o1,https://openai.com/ko-KR/index/learning-to-reason-with-llms/,2024-09-12,2024,OpenAI|o1|2024-09-12,AIME,benchmark_aime,AIME,canonical,exact,8,0.125,Academia,none,Generative Reasoning,STEM/Math,legacy_seed,True,False,False,False,False,False,False,False,True,contamination_risk; version_instability,Generative Reasoning
OpenAI,o1,https://openai.com/ko-KR/index/learning-to-reason-with-llms/,2024-09-12,2024,OpenAI|o1|2024-09-12,Codeforces,benchmark_codeforces,Codeforces,canonical,exact,8,0.125,Others(Codeforces platform),none,Generative Reasoning,Coding/Engineering,legacy_seed,False,True,False,False,False,False,False,False,True,contamination_risk; distribution_shift_risk; unclear_metric; version_instability,Agentic
OpenAI,o1,https://openai.com/ko-KR/index/learning-to-reason-with-llms/,2024-09-12,2024,OpenAI|o1|2024-09-12,GPQA,benchmark_gpqa,GPQA,canonical,exact,8,0.125,"Anthropic, Academia, Cohere",none,Generative Reasoning,STEM/Math,legacy_seed,True,False,False,True,False,False,False,False,True,construct_validity_risk; contamination_risk,Generative Reasoning
OpenAI,o1,https://openai.com/ko-KR/index/learning-to-reason-with-llms/,2024-09-12,2024,OpenAI|o1|2024-09-12,MATH,benchmark_math,MATH,canonical,exact,8,0.125,Academia,none,Generative Reasoning,STEM/Math,legacy_seed,True,False,False,False,False,False,False,False,True,construct_validity_risk; contamination_risk; saturation_risk,Generative Reasoning
OpenAI,o1,https://openai.com/ko-KR/index/learning-to-reason-with-llms/,2024-09-12,2024,OpenAI|o1|2024-09-12,MathVista,benchmark_mathvista,MathVista,canonical,exact,8,0.125,Academia,Microsoft,Multimodal Perception,STEM/Math,legacy_seed,True,False,True,False,False,False,False,False,True,construct_validity_risk; contamination_risk,Multimodal Perception
OpenAI,o1,https://openai.com/ko-KR/index/learning-to-reason-with-llms/,2024-09-12,2024,OpenAI|o1|2024-09-12,MMMU / MMMU Pro,benchmark_mmmu_mmmu_pro,MMMU / MMMU Pro,canonical,exact,8,0.125,Academia,none,Multimodal Perception,General/Commonsense,legacy_seed,True,False,True,True,False,False,False,False,True,construct_validity_risk; contamination_risk; version_instability,Multimodal Perception
OpenAI,o1,https://openai.com/ko-KR/index/learning-to-reason-with-llms/,2024-09-12,2024,OpenAI|o1|2024-09-12,MMLU / MMLU-Pro,benchmark_mmlu_mmlu_pro,MMLU / MMLU-Pro,canonical,exact,8,0.125,Academia,none,Generative Reasoning,General/Commonsense,legacy_seed,True,False,False,True,False,False,False,False,True,construct_validity_risk; contamination_risk; saturation_risk,Generative Reasoning
OpenAI,o1-mini,https://openai.com/index/openai-o1-mini-advancing-cost-efficient-reasoning/,2024-09-12,2024,OpenAI|o1-mini|2024-09-12,Codeforces,benchmark_codeforces,Codeforces,canonical,exact,8,0.125,Others(Codeforces platform),none,Generative Reasoning,Coding/Engineering,legacy_seed,False,True,False,False,False,False,False,False,True,contamination_risk; distribution_shift_risk; unclear_metric; version_instability,Agentic
OpenAI,o1-mini,https://openai.com/index/openai-o1-mini-advancing-cost-efficient-reasoning/,2024-09-12,2024,OpenAI|o1-mini|2024-09-12,HumanEval,benchmark_humaneval,HumanEval,canonical,exact,8,0.125,OpenAI,OpenAI,Generative Reasoning,Coding/Engineering,legacy_seed,False,True,False,False,True,False,True,False,True,construct_validity_risk; contamination_risk; provider_created_benchmark; saturation_risk,Generative Reasoning
OpenAI,o1-mini,https://openai.com/index/openai-o1-mini-advancing-cost-efficient-reasoning/,2024-09-12,2024,OpenAI|o1-mini|2024-09-12,Cybersecurity CTFs,benchmark_cybersecurity_ctfs,Cybersecurity CTFs,canonical,exact,8,0.125,Academia,none,Generative Reasoning,Coding/Engineering,legacy_seed,False,True,False,True,True,True,False,False,True,contamination_risk; private_or_opaque_eval; unclear_metric,Agentic
OpenAI,o1-mini,https://openai.com/index/openai-o1-mini-advancing-cost-efficient-reasoning/,2024-09-12,2024,OpenAI|o1-mini|2024-09-12,MMLU / MMLU-Pro,benchmark_mmlu_mmlu_pro,MMLU / MMLU-Pro,canonical,exact,8,0.125,Academia,none,Generative Reasoning,General/Commonsense,legacy_seed,True,False,False,True,False,False,False,False,True,construct_validity_risk; contamination_risk; saturation_risk,Generative Reasoning
OpenAI,o1-mini,https://openai.com/index/openai-o1-mini-advancing-cost-efficient-reasoning/,2024-09-12,2024,OpenAI|o1-mini|2024-09-12,GPQA,benchmark_gpqa,GPQA,canonical,exact,8,0.125,"Anthropic, Academia, Cohere",none,Generative Reasoning,STEM/Math,legacy_seed,True,False,False,True,False,False,False,False,True,construct_validity_risk; contamination_risk,Generative Reasoning
OpenAI,o1-mini,https://openai.com/index/openai-o1-mini-advancing-cost-efficient-reasoning/,2024-09-12,2024,OpenAI|o1-mini|2024-09-12,MATH,benchmark_math,MATH,canonical,exact,8,0.125,Academia,none,Generative Reasoning,STEM/Math,legacy_seed,True,False,False,False,False,False,False,False,True,construct_validity_risk; contamination_risk; saturation_risk,Generative Reasoning
OpenAI,o1-mini,https://openai.com/index/openai-o1-mini-advancing-cost-efficient-reasoning/,2024-09-12,2024,OpenAI|o1-mini|2024-09-12,AIME,benchmark_aime,AIME,canonical,exact,8,0.125,Academia,none,Generative Reasoning,STEM/Math,legacy_seed,True,False,False,False,False,False,False,False,True,contamination_risk; version_instability,Generative Reasoning
OpenAI,o1-mini,https://openai.com/index/openai-o1-mini-advancing-cost-efficient-reasoning/,2024-09-12,2024,OpenAI|o1-mini|2024-09-12,Jailbreak Eval,benchmark_jailbreak_eval,Jailbreak Eval,canonical,exact,8,0.125,Academia,none,Constraint Satisfaction,General/Commonsense,legacy_seed,False,False,False,True,False,False,False,False,True,construct_validity_risk; contamination_risk; distribution_shift_risk; version_instability,Constraint Satisfaction
OpenAI,o3-mini,https://openai.com/ko-KR/index/openai-o3-mini/,2025-01-31,2025,OpenAI|o3-mini|2025-01-31,AIME,benchmark_aime,AIME,canonical,exact,11,0.09090909090909091,Academia,none,Generative Reasoning,STEM/Math,legacy_seed,True,False,False,False,False,False,False,False,True,contamination_risk; version_instability,Generative Reasoning
OpenAI,o3-mini,https://openai.com/ko-KR/index/openai-o3-mini/,2025-01-31,2025,OpenAI|o3-mini|2025-01-31,GPQA,benchmark_gpqa,GPQA,canonical,exact,11,0.09090909090909091,"Anthropic, Academia, Cohere",none,Generative Reasoning,STEM/Math,legacy_seed,True,False,False,True,False,False,False,False,True,construct_validity_risk; contamination_risk,Generative Reasoning
OpenAI,o3-mini,https://openai.com/ko-KR/index/openai-o3-mini/,2025-01-31,2025,OpenAI|o3-mini|2025-01-31,FrontierMath,benchmark_frontiermath,FrontierMath,canonical,exact,11,0.09090909090909091,"Others(Epoch AI, backed by Google)",none,Generative Reasoning,STEM/Math,legacy_seed,True,False,False,False,True,True,False,False,True,private_or_opaque_eval,Generative Reasoning
OpenAI,o3-mini,https://openai.com/ko-KR/index/openai-o3-mini/,2025-01-31,2025,OpenAI|o3-mini|2025-01-31,Codeforces,benchmark_codeforces,Codeforces,canonical,exact,11,0.09090909090909091,Others(Codeforces platform),none,Generative Reasoning,Coding/Engineering,legacy_seed,False,True,False,False,False,False,False,False,True,contamination_risk; distribution_shift_risk; unclear_metric; version_instability,Agentic
OpenAI,o3-mini,https://openai.com/ko-KR/index/openai-o3-mini/,2025-01-31,2025,OpenAI|o3-mini|2025-01-31,SWE-bench verified,benchmark_swe_bench_verified,SWE-bench verified,canonical,exact,11,0.09090909090909091,OpenAI,OpenAI,Agentic,Coding/Engineering,legacy_seed,False,True,False,False,True,False,True,False,True,construct_validity_risk; contamination_risk; provider_created_benchmark; saturation_risk,Agentic
OpenAI,o3-mini,https://openai.com/ko-KR/index/openai-o3-mini/,2025-01-31,2025,OpenAI|o3-mini|2025-01-31,LiveBench Coding,benchmark_livebench_coding,LiveBench Coding,canonical,exact,11,0.09090909090909091,"Academia, Others(Nvidia etc)",none,Generative Reasoning,Coding/Engineering,legacy_seed,False,True,False,False,False,False,False,False,True,contamination_risk; distribution_shift_risk; version_instability,Agentic
OpenAI,o3-mini,https://openai.com/ko-KR/index/openai-o3-mini/,2025-01-31,2025,OpenAI|o3-mini|2025-01-31,MMLU / MMLU-Pro,benchmark_mmlu_mmlu_pro,MMLU / MMLU-Pro,canonical,exact,11,0.09090909090909091,Academia,none,Generative Reasoning,General/Commonsense,legacy_seed,True,False,False,True,False,False,False,False,True,construct_validity_risk; contamination_risk; saturation_risk,Generative Reasoning
OpenAI,o3-mini,https://openai.com/ko-KR/index/openai-o3-mini/,2025-01-31,2025,OpenAI|o3-mini|2025-01-31,MATH,benchmark_math,MATH,canonical,exact,11,0.09090909090909091,Academia,none,Generative Reasoning,STEM/Math,legacy_seed,True,False,False,False,False,False,False,False,True,construct_validity_risk; contamination_risk; saturation_risk,Generative Reasoning
OpenAI,o3-mini,https://openai.com/ko-KR/index/openai-o3-mini/,2025-01-31,2025,OpenAI|o3-mini|2025-01-31,MGSM,benchmark_mgsm,MGSM,canonical,exact,11,0.09090909090909091,"Google, Academia",Google,Generative Reasoning,STEM/Math,legacy_seed,True,False,False,False,False,False,False,False,True,contamination_risk; saturation_risk,Generative Reasoning
OpenAI,o3-mini,https://openai.com/ko-KR/index/openai-o3-mini/,2025-01-31,2025,OpenAI|o3-mini|2025-01-31,SimpleQA,benchmark_simpleqa,SimpleQA,canonical,exact,11,0.09090909090909091,OpenAI,OpenAI,Knowledge Retrieval,General/Commonsense,legacy_seed,True,False,False,False,True,False,True,False,True,construct_validity_risk; contamination_risk; provider_created_benchmark,Knowledge Retrieval
OpenAI,o3-mini,https://openai.com/ko-KR/index/openai-o3-mini/,2025-01-31,2025,OpenAI|o3-mini|2025-01-31,STEM,benchmark_stem,STEM,canonical,exact,11,0.09090909090909091,Academia,none,Generative Reasoning,STEM/Math,legacy_seed,True,False,False,True,False,False,False,False,True,construct_validity_risk; contamination_risk; saturation_risk,Generative Reasoning
OpenAI,GPT-4.5,https://openai.com/ko-KR/index/introducing-gpt-4-5/,2025-02-27,2025,OpenAI|GPT-4.5|2025-02-27,SimpleQA,benchmark_simpleqa,SimpleQA,canonical,exact,6,0.16666666666666666,OpenAI,OpenAI,Knowledge Retrieval,General/Commonsense,legacy_seed,True,False,False,False,True,False,True,False,True,construct_validity_risk; contamination_risk; provider_created_benchmark,Knowledge Retrieval
OpenAI,GPT-4.5,https://openai.com/ko-KR/index/introducing-gpt-4-5/,2025-02-27,2025,OpenAI|GPT-4.5|2025-02-27,GPQA,benchmark_gpqa,GPQA,canonical,exact,6,0.16666666666666666,"Anthropic, Academia, Cohere",none,Generative Reasoning,STEM/Math,legacy_seed,True,False,False,True,False,False,False,False,True,construct_validity_risk; contamination_risk,Generative Reasoning
OpenAI,GPT-4.5,https://openai.com/ko-KR/index/introducing-gpt-4-5/,2025-02-27,2025,OpenAI|GPT-4.5|2025-02-27,AIME,benchmark_aime,AIME,canonical,exact,6,0.16666666666666666,Academia,none,Generative Reasoning,STEM/Math,legacy_seed,True,False,False,False,False,False,False,False,True,contamination_risk; version_instability,Generative Reasoning
OpenAI,GPT-4.5,https://openai.com/ko-KR/index/introducing-gpt-4-5/,2025-02-27,2025,OpenAI|GPT-4.5|2025-02-27,MMMLU,benchmark_mmmlu,MMMLU,canonical,exact,6,0.16666666666666666,OpenAI,OpenAI,Generative Reasoning,General/Commonsense,legacy_seed,True,False,False,True,True,False,True,False,True,construct_validity_risk; contamination_risk; provider_created_benchmark; saturation_risk,Constraint Satisfaction
OpenAI,GPT-4.5,https://openai.com/ko-KR/index/introducing-gpt-4-5/,2025-02-27,2025,OpenAI|GPT-4.5|2025-02-27,MMMU / MMMU Pro,benchmark_mmmu_mmmu_pro,MMMU / MMMU Pro,canonical,exact,6,0.16666666666666666,Academia,none,Multimodal Perception,General/Commonsense,legacy_seed,True,False,True,True,False,False,False,False,True,construct_validity_risk; contamination_risk; version_instability,Multimodal Perception
OpenAI,GPT-4.5,https://openai.com/ko-KR/index/introducing-gpt-4-5/,2025-02-27,2025,OpenAI|GPT-4.5|2025-02-27,SWE-bench,benchmark_swe_bench,SWE-bench,canonical,exact,6,0.16666666666666666,Academia,none,Agentic,Coding/Engineering,legacy_seed,False,True,False,False,False,False,False,False,True,construct_validity_risk; contamination_risk; distribution_shift_risk,Agentic
OpenAI,GPT-4.1,https://openai.com/index/gpt-4-1/,2025-04-14,2025,OpenAI|GPT-4.1|2025-04-14,SWE-bench verified,benchmark_swe_bench_verified,SWE-bench verified,canonical,exact,19,0.05263157894736842,OpenAI,OpenAI,Agentic,Coding/Engineering,legacy_seed,False,True,False,False,True,False,True,False,True,construct_validity_risk; contamination_risk; provider_created_benchmark; saturation_risk,Agentic
OpenAI,GPT-4.1,https://openai.com/index/gpt-4-1/,2025-04-14,2025,OpenAI|GPT-4.1|2025-04-14,MultiChallenge,benchmark_multichallenge,MultiChallenge,canonical,exact,19,0.05263157894736842,Others(Scale AI),none,Constraint Satisfaction,General/Commonsense,legacy_seed,False,False,False,False,True,True,True,False,True,private_or_opaque_eval; provider_created_benchmark; unclear_metric,Constraint Satisfaction
OpenAI,GPT-4.1,https://openai.com/index/gpt-4-1/,2025-04-14,2025,OpenAI|GPT-4.1|2025-04-14,Video-MME,benchmark_video_mme,Video-MME,canonical,exact,19,0.05263157894736842,Academia,none,Multimodal Perception,General/Commonsense,legacy_seed,True,False,True,False,False,False,False,False,True,construct_validity_risk; contamination_risk,Multimodal Perception
OpenAI,GPT-4.1,https://openai.com/index/gpt-4-1/,2025-04-14,2025,OpenAI|GPT-4.1|2025-04-14,MMLU / MMLU-Pro,benchmark_mmlu_mmlu_pro,MMLU / MMLU-Pro,canonical,exact,19,0.05263157894736842,Academia,none,Generative Reasoning,General/Commonsense,legacy_seed,True,False,False,True,False,False,False,False,True,construct_validity_risk; contamination_risk; saturation_risk,Generative Reasoning
OpenAI,GPT-4.1,https://openai.com/index/gpt-4-1/,2025-04-14,2025,OpenAI|GPT-4.1|2025-04-14,GPQA,benchmark_gpqa,GPQA,canonical,exact,19,0.05263157894736842,"Anthropic, Academia, Cohere",none,Generative Reasoning,STEM/Math,legacy_seed,True,False,False,True,False,False,False,False,True,construct_validity_risk; contamination_risk,Generative Reasoning
OpenAI,GPT-4.1,https://openai.com/index/gpt-4-1/,2025-04-14,2025,OpenAI|GPT-4.1|2025-04-14,Aider Polyglot,benchmark_aider_polyglot,Aider Polyglot,canonical,exact,19,0.05263157894736842,Others(Aider),none,Generative Reasoning,Coding/Engineering,legacy_seed,False,True,False,False,True,False,True,False,True,construct_validity_risk; contamination_risk; provider_created_benchmark,Agentic
OpenAI,GPT-4.1,https://openai.com/index/gpt-4-1/,2025-04-14,2025,OpenAI|GPT-4.1|2025-04-14,IFEval,benchmark_ifeval,IFEval,canonical,exact,19,0.05263157894736842,Google,Google,Constraint Satisfaction,General/Commonsense,legacy_seed,False,False,False,False,False,False,False,False,True,construct_validity_risk; contamination_risk; saturation_risk,Constraint Satisfaction
OpenAI,GPT-4.1,https://openai.com/index/gpt-4-1/,2025-04-14,2025,OpenAI|GPT-4.1|2025-04-14,Needle In A Haystack,benchmark_needle_in_a_haystack,Needle In A Haystack,canonical,exact,19,0.05263157894736842,"Academia, Others(Microsoft)",none,Generative Reasoning,General/Commonsense,legacy_seed,True,False,False,False,False,False,False,False,True,construct_validity_risk; contamination_risk; saturation_risk; unclear_metric,Knowledge Retrieval
OpenAI,GPT-4.1,https://openai.com/index/gpt-4-1/,2025-04-14,2025,OpenAI|GPT-4.1|2025-04-14,GraphWalks,benchmark_graphwalks,GraphWalks,canonical,exact,19,0.05263157894736842,OpenAI,OpenAI,Generative Reasoning,STEM/Math,legacy_seed,False,True,False,True,True,False,True,False,True,construct_validity_risk; contamination_risk; provider_created_benchmark,Knowledge Retrieval
OpenAI,GPT-4.1,https://openai.com/index/gpt-4-1/,2025-04-14,2025,OpenAI|GPT-4.1|2025-04-14,MMMU / MMMU Pro,benchmark_mmmu_mmmu_pro,MMMU / MMMU Pro,canonical,exact,19,0.05263157894736842,Academia,none,Multimodal Perception,General/Commonsense,legacy_seed,True,False,True,True,False,False,False,False,True,construct_validity_risk; contamination_risk; version_instability,Multimodal Perception
OpenAI,GPT-4.1,https://openai.com/index/gpt-4-1/,2025-04-14,2025,OpenAI|GPT-4.1|2025-04-14,MathVista,benchmark_mathvista,MathVista,canonical,exact,19,0.05263157894736842,Academia,Microsoft,Multimodal Perception,STEM/Math,legacy_seed,True,False,True,False,False,False,False,False,True,construct_validity_risk; contamination_risk,Multimodal Perception
OpenAI,GPT-4.1,https://openai.com/index/gpt-4-1/,2025-04-14,2025,OpenAI|GPT-4.1|2025-04-14,CharXiv,benchmark_charxiv,CharXiv,canonical,exact,19,0.05263157894736842,Academia,none,Multimodal Perception,STEM/Math,legacy_seed,True,False,True,False,False,False,False,False,True,construct_validity_risk; contamination_risk,Multimodal Perception
OpenAI,GPT-4.1,https://openai.com/index/gpt-4-1/,2025-04-14,2025,OpenAI|GPT-4.1|2025-04-14,AIME,benchmark_aime,AIME,canonical,exact,19,0.05263157894736842,Academia,none,Generative Reasoning,STEM/Math,legacy_seed,True,False,False,False,False,False,False,False,True,contamination_risk; version_instability,Generative Reasoning
OpenAI,GPT-4.1,https://openai.com/index/gpt-4-1/,2025-04-14,2025,OpenAI|GPT-4.1|2025-04-14,COLLIE,benchmark_collie,COLLIE,canonical,exact,19,0.05263157894736842,Academia,none,Constraint Satisfaction,General/Commonsense,legacy_seed,False,False,False,False,False,False,False,False,True,construct_validity_risk; contamination_risk; unclear_metric,Constraint Satisfaction
OpenAI,GPT-4.1,https://openai.com/index/gpt-4-1/,2025-04-14,2025,OpenAI|GPT-4.1|2025-04-14,Multi-IF,benchmark_multi_if,Multi-IF,canonical,exact,19,0.05263157894736842,Meta,none,Constraint Satisfaction,General/Commonsense,legacy_seed,False,False,False,False,False,False,False,False,True,construct_validity_risk; contamination_risk,Constraint Satisfaction
OpenAI,GPT-4.1,https://openai.com/index/gpt-4-1/,2025-04-14,2025,OpenAI|GPT-4.1|2025-04-14,MRCR,benchmark_mrcr,MRCR,canonical,exact,19,0.05263157894736842,OpenAI,Google; DeepMind,Generative Reasoning,General/Commonsense,legacy_seed,True,False,False,False,False,False,False,False,True,construct_validity_risk,Knowledge Retrieval
OpenAI,GPT-4.1,https://openai.com/index/gpt-4-1/,2025-04-14,2025,OpenAI|GPT-4.1|2025-04-14,ComplexFunc Bench,benchmark_complexfunc_bench,ComplexFunc Bench,canonical,exact,19,0.05263157894736842,Academia,none,Agentic,Coding/Engineering,legacy_seed,False,True,False,False,True,False,True,False,True,construct_validity_risk; contamination_risk; provider_created_benchmark,Agentic
OpenAI,GPT-4.1,https://openai.com/index/gpt-4-1/,2025-04-14,2025,OpenAI|GPT-4.1|2025-04-14,Tau-bench,benchmark_tau_bench,Tau-bench,canonical,exact,19,0.05263157894736842,Academia,none,Agentic,General/Commonsense,legacy_seed,False,True,False,True,False,False,False,False,True,construct_validity_risk; contamination_risk; distribution_shift_risk,Agentic
OpenAI,GPT-4.1,https://openai.com/index/gpt-4-1/,2025-04-14,2025,OpenAI|GPT-4.1|2025-04-14,SWE-Lancer,benchmark_swe_lancer,SWE-Lancer,canonical,exact,19,0.05263157894736842,OpenAI,OpenAI,Agentic,Coding/Engineering,legacy_seed,False,True,False,False,True,True,False,False,True,construct_validity_risk; contamination_risk; private_or_opaque_eval,Agentic
OpenAI,o3,https://openai.com/ko-KR/index/introducing-o3-and-o4-mini,2025-04-16,2025,OpenAI|o3|2025-04-16,MMMU / MMMU Pro,benchmark_mmmu_mmmu_pro,MMMU / MMMU Pro,canonical,exact,13,0.07692307692307693,Academia,none,Multimodal Perception,General/Commonsense,legacy_seed,True,False,True,True,False,False,False,False,True,construct_validity_risk; contamination_risk; version_instability,Multimodal Perception
OpenAI,o3,https://openai.com/ko-KR/index/introducing-o3-and-o4-mini,2025-04-16,2025,OpenAI|o3|2025-04-16,AIME,benchmark_aime,AIME,canonical,exact,13,0.07692307692307693,Academia,none,Generative Reasoning,STEM/Math,legacy_seed,True,False,False,False,False,False,False,False,True,contamination_risk; version_instability,Generative Reasoning
